id_Estacion;id_Dato (FK);Fecha;Dia;Mes;Anio;Temperatura Media [C];Temperatura Maxima [C];Temperatura Minima [C];Temperatura Media [F];Temperatura Maxima [F];Temperatura Minima [F];Lluvia [mm];Velocidad Media [km/h];Velocidad Maxima [km/h];Direccion Dominante;HR% Media;HR% Maxima;HR% Minima;Indice de Calor Media [C];Indice de Calor Maxima [C];Indice de Calor Minima [C];Indice de Calor Media [F];Indice de Calor Maxima [F];Indice de Calor Minima [F];Radiacion Global [w/m2];Radiacion Global Max [w/m2];UV Indice;UV Dosis;UV Indice Maximo;Evatranspiracion ET [mm] ;Punto de Rocio [Td] Media;Punto de Rocio [Td] Maxima;Punto de Rocio [Td] Minima
EEA03;3468;30/11/2018;30;11;2018;21,2;27,4;15,5;70,16;81,32;59,9;0;10,8;51,5;SSW;39;76;17;24,97;30,19;21,78;76,94;86,34;71,2;753;803;296,7;0,6;9;5,9;9;22,6;-1,1
EEA03;3469;1/12/2018;1;12;2018;14,3;21,8;5,3;57,74;71,24;41,54;0;4,3;33,8;ESE;56;94;26;29,75;19,27;33,12;85,54;66,69;91,62;662;777;8,1;0,6;8,1;4;5,5;20,6;-9,5
EEA03;3470;2/12/2018;2;12;2018;16,5;29,1;2,9;61,7;84,38;37,22;0;3,7;27,4;S;59;94;23;26,81;38,48;32,66;80,25;101,26;90,79;663;664;8,8;0,6;8,8;4,4;8,3;27,9;-12,5
EEA03;3471;3/12/2018;3;12;2018;20,9;33,4;7,1;69,62;92,12;44,78;0;3,7;22,5;W;58;95;17;24,55;58,62;22,74;76,2;137,51;72,93;665;666;9;0,6;9;4,7;12,5;32,4;-9,5
EEA03;3472;4/12/2018;4;12;2018;22,7;31;12,1;72,86;87,8;53,78;0;6,6;48,3;ESE;47;75;28;25,06;39,17;27,55;77,1;102,51;81,58;634;677;8,4;0,6;8,7;4,9;12,1;26;-2,3
EEA03;3473;5/12/2018;5;12;2018;15,3;19,1;12,5;59,54;66,38;54,5;0,8;10,5;40,2;SE;67;82;49;26,91;20,52;32,45;80,43;68,94;90,42;394;436;5,5;0,4;5,7;2,4;8,7;15,5;2,3
EEA03;3474;6/12/2018;6;12;2018;15,4;23,7;10,2;59,72;74,66;50,36;0,2;3,2;19,3;SE;69;91;44;26,35;22,92;35,62;79,43;73,26;96,12;644;705;8;0,6;9;2,8;9,2;21,9;-1
EEA03;3475;7/12/2018;7;12;2018;21,8;32,6;8,1;71,24;90,68;46,58;0;4,3;29;SSW;60;96;30;24,43;55,04;32,76;75,97;131,07;90,97;650;652;9;0,6;9;4,5;13,8;31,8;-5,9
EEA03;3476;8/12/2018;8;12;2018;25,2;32,2;14,7;77,36;89,96;58,46;0;10,6;51,5;WSW;44;86;16;25,88;47,87;21,27;78,58;118,17;70,28;777;824;8,7;0,6;9,1;6,6;14;29,4;-2,1
EEA03;3477;9/12/2018;9;12;2018;22,1;28,6;12,7;71,78;83,48;54,86;0;8,9;45,1;W;42;75;29;25;32,73;27,49;77;90,91;81,49;665;700;8,3;0,6;8,5;5,8;10,5;23,6;-1,5
EEA03;3478;10/12/2018;10;12;2018;21,4;30,5;11,1;70,52;86,9;51,98;0;4,3;30,6;NW;50;87;25;24,94;41,58;26,81;76,89;106,85;80,25;673;780;8,5;0,6;9,3;4,4;11,4;27,9;-3,9
EEA03;3479;11/12/2018;11;12;2018;18,6;25,9;7,9;65,48;78,62;46,22;0,2;10,5;59,5;WSW;53;92;26;25,67;27,85;30,18;78,21;82,13;86,32;713;810;8,4;0,6;8,8;4,9;9,2;24,3;-6,9
EEA03;3480;12/12/2018;12;12;2018;19,7;28,7;10,3;67,46;83,66;50,54;0;4,5;35,4;ESE;47;81;26;25,37;34,12;27,97;77,66;93,41;82,35;676;679;8,6;0,6;8,6;4,8;9,1;24,9;-4,5
EEA03;3481;13/12/2018;13;12;2018;22,4;28,9;14,1;72,32;84,02;57,38;0;9,5;43,5;WSW;46;75;24;25,03;33,45;24,74;77,05;92,21;76,54;662;663;8,5;0,6;8,5;5,7;11,6;23,9;-1,1
EEA03;3482;14/12/2018;14;12;2018;18,5;24,8;12;65,3;76,64;53,6;0;14,3;53,1;W;41;59;25;25,79;25,83;26,22;78,42;78,49;79,2;731;809;8,3;0,6;8,7;6,2;6,7;16,6;-3
EEA03;3483;15/12/2018;15;12;2018;20,1;30,1;7,7;68,18;86,18;45,86;0;6,1;32,2;WNW;44;74;24;25,25;36,31;28,8;77,45;97,35;83,84;665;668;8,2;0,6;8,3;5,1;8,9;24,9;-7,5
EEA03;3484;16/12/2018;16;12;2018;22,7;29,7;14,1;72,86;85,46;57,38;0;11,1;53,1;WSW;46;71;23;25,06;34,54;24,35;77,11;94,18;75,83;650;719;8,4;0,6;9;5,2;11,9;23,9;-1,3
EEA03;3485;17/12/2018;17;12;2018;17,5;24,4;10,1;63,5;75,92;50,18;0;4,2;22,5;ESE;53;90;26;26,41;24,38;28,14;79,53;75,88;82,64;669;670;8;0,6;8;4,3;8,1;22,4;-4,7
EEA03;3486;18/12/2018;18;12;2018;21,7;32,5;7,7;71,06;90,5;45,86;0;5,3;30,6;N;46;88;17;25;50,16;22,56;77;122,28;72,6;676;679;8,7;0,6;8,7;5,2;10,9;30,1;-8,9
EEA03;3487;19/12/2018;19;12;2018;23,7;31,1;13,6;74,66;87,98;56,48;0;8,9;49,9;WSW;46;87;27;25,28;43,87;26,12;77,51;110,97;79,02;713;758;8,8;0,6;9,2;5,3;12,9;28,5;-1
EEA03;3488;20/12/2018;20;12;2018;19,1;25,4;13,2;66,38;77,72;55,76;5;6,3;37;S;70;94;44;23,34;26,56;30,86;74;79,81;87,55;786;872;8,9;0,6;9,5;3,6;13,1;24,2;2
EEA03;3489;21/12/2018;21;12;2018;21,7;32,7;10,3;71,06;90,86;50,54;0,2;2,4;16,1;WNW;67;97;28;23,78;56,15;29,1;74,8;133,07;84,38;788;846;9,2;0,7;9,8;4,1;15,1;32,1;-4,1
EEA03;3490;22/12/2018;22;12;2018;24,5;33,9;13,3;76,1;93,02;55,94;0;6,3;45,1;WNW;51;94;17;25,62;60,63;21,7;78,12;141,14;71,06;676;724;9,1;0,7;9,3;5,3;14,7;32,7;-3,3
EEA03;3491;23/12/2018;23;12;2018;24,6;35,3;14,4;76,28;95,54;57,92;0;3,4;37;WNW;44;90;23;25,59;65,3;24,25;78,07;149,53;75,66;684;698;9,2;0,7;9,3;5,1;13,4;33,3;-1
EEA03;3492;24/12/2018;24;12;2018;25,7;38,2;11,9;78,26;100,76;53,42;0;3,5;29;N;54;92;26;26,46;84,67;26,78;79,63;184,41;80,2;651;698;9;0,6;9,3;4,8;16,5;36,6;-2,9
EEA03;3493;25/12/2018;25;12;2018;27,8;34,9;18,7;82,04;94,82;65,66;0;8,4;43,5;ESE;36;61;21;27,25;45,23;23,2;81,06;113,42;73,77;662;664;9,5;0,7;9,5;6,4;15;27,1;2,9
EEA03;3494;26/12/2018;26;12;2018;19,6;25,4;14,9;67,28;77,72;58,82;0,2;6,9;37;SSE;65;86;38;24,02;26,57;28,03;75,23;79,83;82,45;750;888;9,6;0,7;10,8;3,5;12,6;22,6;2,5
EEA03;3495;27/12/2018;27;12;2018;20,9;30,3;11,1;69,62;86,54;51,98;0;6,1;35,4;WSW;50;86;20;24,99;40,51;23,84;76,98;104,92;74,92;668;670;10,1;0,7;10,1;5,3;10,9;27,5;-4,9
EEA03;3496;28/12/2018;28;12;2018;22,4;31,5;11,3;72,32;88,7;52,34;0;5;29;NW;46;82;17;25,03;43,38;21,83;77,05;110,08;71,29;697;851;9,7;0,7;9,7;4,8;11,6;27,9;-5,3
EEA03;3497;29/12/2018;29;12;2018;20,2;31,8;7,3;68,36;89,24;45,14;0;13,2;78,9;WSW;38;85;14;25,08;45,78;19,56;77,14;114,41;67,21;661;763;9;0,6;9,1;6,7;7,8;28,8;-9,9
EEA03;3498;30/12/2018;30;12;2018;18,1;28,3;8,2;64,58;82,94;46,76;0;6,6;45,1;WSW;44;81;22;26,11;33,04;26,77;79;91,46;80,19;671;673;9,4;0,7;9,4;5,1;6,9;24,5;-7,4
EEA03;3499;31/12/2018;31;12;2018;21,3;33,9;7,4;70,34;93,02;45,32;0;4;38,6;WSW;52;92;22;24,88;59,27;27,34;76,78;138,69;81,22;659;661;9,5;0,7;9,5;4,7;11,7;32,3;-8,2
EEA03;3500;1/1/2019;1;1;2019;22,6;31,4;9,6;72,68;88,52;49,28;0;2,1;20,9;SW;48;87;22;25,03;45,06;25,88;77,06;113,1;78,59;652;654;9,9;0,7;9,9;4,8;12,2;28,8;-6
EEA03;3501;2/1/2019;2;1;2019;20,3;25,6;13,5;68,54;78,08;56,3;0;7,3;33,6;WSW;27;43;16;24,2;26,07;21,17;75,57;78,93;70,1;672;673;9,5;0,7;9,5;7,1;5,7;14,2;-3,3
EEA03;3502;3/1/2019;3;1;2019;19,6;30,1;6,5;67,28;86,18;43,7;0;2,3;19,5;WNW;45;79;24;25,41;37,69;29,91;77,74;99,84;85,84;655;656;9,5;0,7;9,5;5,2;8,6;25,9;-8,7
EEA03;3503;4/1/2019;4;1;2019;23,3;33,2;11,8;73,94;91,76;53,24;0;1,5;11,6;WNW;43;85;23;25,16;51,62;25,31;77,29;124,92;77,55;666;668;9,1;0,7;9,1;5,1;11,9;30,2;-3,6
EEA03;3504;5/1/2019;5;1;2019;23,8;35,9;10,2;74,84;96,62;50,36;0;2,1;20,3;W;51;92;21;25,31;70,34;24,87;77,56;158,62;76,77;650;652;9,1;0,7;9,1;4,8;14;34,3;-5,6
EEA03;3505;6/1/2019;6;1;2019;25,4;32,2;16,7;77,72;89,96;62,06;0;4,9;34,6;WSW;33;51;22;25,65;34,99;23,46;78,18;94,98;74,23;665;677;9,1;0,7;9,1;6,8;12;22,4;1,1
EEA03;3506;7/1/2019;7;1;2019;21,8;30;10;71,24;86;50;0;3,7;53,5;W;44;84;27;25,01;38,84;28,81;77,02;101,91;83,86;614;742;7,6;0,5;9,1;5,1;10,6;26,8;-4,6
EEA03;3507;8/1/2019;8;1;2019;17,9;20,9;15;64,22;69,62;59;0;1,9;17,4;S;51;73;35;26,2;22,76;27,4;79,17;72,97;81,31;389;733;4,7;0,3;5,7;2,3;8,1;15,5;2
EEA03;3508;9/1/2019;9;1;2019;12,1;15,9;5,5;53,78;60,62;41,9;0;2,7;27;WSW;63;90;44;32,82;18,48;45,9;91,08;65,27;114,62;320;415;4,4;0,3;7,2;1,9;4,7;13,9;-5,7
EEA03;3509;10/1/2019;10;1;2019;14,3;24,8;1,8;57,74;76,64;35,24;0;1,3;11;WSW;51;88;21;29,87;25,29;31,14;85,76;77,53;88,05;666;668;8,4;0,6;8,4;4,2;4,5;22,4;-14
EEA03;3510;11/1/2019;11;1;2019;19,8;31,9;5,2;67,64;89,42;41,36;0;2;21,6;SW;49;93;13;25,29;49,98;18,41;77,52;121,97;65,13;666;682;8,7;0,6;8,9;4,7;9,6;30,5;-12,2
EEA03;3511;12/1/2019;12;1;2019;19,4;25,8;10,1;66,92;78,44;50,18;0;2,6;30,3;WSW;43;87;22;25,47;27,46;25,6;77,84;81,43;78,08;517;661;5,6;0,4;6,8;3,8;8;23,2;-5,5
EEA03;3512;13/1/2019;13;1;2019;18,4;29,4;8,4;65,12;84,92;47,12;0;1,1;13,3;WNW;58;92;20;25,4;39,06;24,99;77,72;102,31;76,99;663;693;8,8;0,6;9,1;3,5;10;27,8;-7,6
EEA03;3513;14/1/2019;14;1;2019;20,5;33,5;8,8;68,9;92,3;47,84;0;2,3;32,3;SSE;65;97;29;23,88;60,49;31,26;74,98;140,88;88,27;671;765;8,4;0,6;8,5;3,7;13,5;32,9;-5,4
EEA03;3514;15/1/2019;15;1;2019;23,4;34;10,6;74,12;93,2;51,08;0;2,9;22,8;W;50;94;13;25,18;61,17;18,87;77,33;142,11;65,96;649;650;8,9;0,6;8,9;5,4;13,4;32,8;-6,8
EEA03;3515;16/1/2019;16;1;2019;22,9;28,3;14,1;73,22;82,94;57,38;0;5,8;30,3;SW;32;59;16;24,81;29,78;21,21;76,65;85,6;70,18;742;773;9,3;0,7;9,6;6,2;9,3;20,1;-2,7
EEA03;3516;17/1/2019;17;1;2019;18,2;26,6;7,6;64,76;79,88;45,68;0;2;16,8;SSE;53;90;27;25,91;29,62;31,25;78,64;85,31;88,26;650;652;8,7;0,6;8,7;4,3;8,8;24,6;-7
EEA03;3517;18/1/2019;18;1;2019;20;31;7,2;68;87,8;44,96;0;2,3;22;NE;49;89;16;25,23;44,27;21,68;77,41;111,69;71,03;657;659;8,8;0,6;8,8;5;9,8;28,8;-9,6
EEA03;3518;19/1/2019;19;1;2019;26;34,9;12,8;78,8;94,82;55,04;0;4,8;31,5;NNE;41;70;22;26,24;49,97;24,36;79,23;121,95;75,85;639;642;8,6;0,6;8,6;5,9;14,2;28,9;-2,8
EEA03;3519;20/1/2019;20;1;2019;28,1;36,9;19,4;82,58;98,42;66,92;0;5,4;35;WSW;43;72;17;27,97;59,26;22,49;82,35;138,67;72,49;642;645;8,4;0,6;8,5;6,5;16,7;31,3;2,8
EEA03;3520;21/1/2019;21;1;2019;23,7;33,6;15,3;74,66;92,48;59,54;0;2,5;21,4;WSW;42;86;20;25,25;53,99;22,94;77,45;129,19;73,29;667;670;8,9;0,6;9;5,6;12,1;30,8;-0,7
EEA03;3521;22/1/2019;22;1;2019;22,6;33;7,6;72,68;91,4;45,68;0;2,7;26,4;WSW;39;84;18;24,99;50,22;23,55;76,99;122,39;74,4;654;656;8,5;0,6;8,5;5,5;10,4;29,8;-8,8
EEA03;3522;23/1/2019;23;1;2019;22,4;32,9;11,2;72,32;91,22;52,16;0;1,8;11,7;WSW;43;92;19;25,03;54,22;23,17;77,05;129,59;73,71;644;647;8,9;0,6;8,9;4,9;11;31,3;-5
EEA03;3523;24/1/2019;24;1;2019;24,5;35;11,8;76,1;95;53,24;2;1,8;18,1;ESE;77;96;51;25,2;68,38;33,8;77,36;155,09;92,85;590;768;7,6;0,5;9;2,8;19,9;34,2;2
EEA03;3524;25/1/2019;25;1;2019;25,3;36,4;12,4;77,54;97,52;54,32;0;2,3;24;NW;47;89;18;26,01;70,62;22,32;78,81;159,12;72,18;651;652;9,3;0,7;9,3;5,4;14,7;34,2;-4
EEA03;3525;26/1/2019;26;1;2019;20,8;28,2;13,8;69,44;82,76;56,84;0;3,5;21,8;SE;56;80;34;24,71;32,6;28,18;76,47;90,69;82,72;623;624;9,1;0,7;9,1;4,6;12;24,2;0,6
EEA03;3526;27/1/2019;27;1;2019;25,2;36,1;16,8;77,36;96,98;62,24;0;2,3;12,9;SSE;44;68;14;25,88;53,25;20,9;78,58;127,84;69,61;635;636;8,9;0,6;9;4,7;14;29,7;-0,4
EEA03;3527;28/1/2019;28;1;2019;24,8;35,1;13,1;76,64;95,18;55,58;0;1,8;14;NW;39;66;26;25,57;48,45;26,02;78,03;119,22;78,84;631;631;9,3;0,7;9,3;5,3;12,6;28,3;-1,7
EEA03;3528;29/1/2019;29;1;2019;26,1;35,7;11,8;78,98;96,26;53,24;0;4,4;37,4;WNW;41;89;19;26,3;66,69;23,02;79,34;152,04;73,44;636;638;9,3;0,7;9,4;6,4;14,3;33,5;-4,4
EEA03;3529;30/1/2019;30;1;2019;23,7;32,9;14,4;74,66;91,22;57,92;0;2,4;19;W;40;81;16;25,22;48,25;21,24;77,39;118,86;70,23;648;650;8,8;0,6;8,8;5,5;11,7;29,1;-2,4
EEA03;3530;31/1/2019;31;1;2019;23,8;32,1;10,2;74,84;89,78;50,36;0;3,4;22,7;SW;34;73;21;25,09;41,85;24,87;77,16;107,32;76,77;638;640;8,7;0,6;8,8;5,9;10,6;26,7;-5,6
EEA03;3531;1/2/2019;1;2;2019;22,5;33,6;8,9;72,5;92,48;48,02;0;1,2;10,9;NW;49;90;19;25;56,45;23,93;77;133,61;75,08;631;633;8,8;0,6;8,8;4,7;12,3;31,6;-7,3
EEA03;3532;2/2/2019;2;2;2019;21,3;27,9;14,9;70,34;82,22;58,82;0;4,3;24,2;ESE;42;57;29;25,02;28,99;26,02;77,04;84,19;78,84;614;615;8,5;0,6;8,5;5,3;9,7;19,3;0,7
EEA03;3533;3/2/2019;3;2;2019;22,7;31,6;13,1;72,86;88,88;55,58;0;3,6;21,9;ENE;44;61;28;25,06;36,44;26,82;77,11;97,59;80,27;615;617;8,5;0,6;8,6;5,4;11,5;23,8;-1,3
EEA03;3534;4/2/2019;4;2;2019;24,6;33,3;11,1;76,28;91,94;51,98;0;3,6;22,9;NE;46;90;20;25,63;54,98;23,84;78,13;130,97;74,92;608;617;8,2;0,6;8,2;5,8;13,8;31,3;-4,9
EEA03;3535;5/2/2019;5;2;2019;26,8;37,2;17,2;80,24;98,96;62,96;0;1,8;17;NW;56;87;35;27,58;73,4;25,95;81,65;164,11;78,7;597;598;8,4;0,6;8,4;4,5;18;34,6;4,2
EEA03;3536;6/2/2019;6;2;2019;25,8;36,9;15,2;78,44;98,42;59,36;0;1,2;20,5;NW;55;94;18;26,57;78,31;22,16;79,83;172,97;71,89;615;647;8,2;0,6;8,2;4;16,8;35,7;-1,2
EEA03;3537;7/2/2019;7;2;2019;22,2;28,4;13,1;71,96;83,12;55,58;0;3,6;20,1;S;45;80;28;25,02;33,12;26,82;77,03;91,62;80,27;677;705;8,1;0,6;8,3;4,7;11,2;24,4;-1,3
EEA03;3538;8/2/2019;8;2;2019;19,6;31,5;11,1;67,28;88,7;51,98;0;1;11,5;NW;67;92;31;23,72;47,68;29,78;74,7;117,83;85,6;577;605;7,2;0,5;7,4;3,1;13;29,9;-2,7
EEA03;3539;9/2/2019;9;2;2019;22,9;33,4;9,7;73,22;92,12;49,46;0;2,4;24,7;WNW;42;92;14;25,08;56,7;19,59;77,14;134,07;67,27;624;624;7,8;0,6;7,8;5,5;11,3;31,8;-7,5
EEA03;3540;10/2/2019;10;2;2019;18,4;27,4;11,6;65,12;81,32;52,88;7,4;2,8;50,8;W;56;94;27;25,58;32,45;27,47;78,05;90,4;81,45;404;802;5,6;0,4;8,5;2,8;9,6;26,2;-3
EEA03;3541;11/2/2019;11;2;2019;14,1;21;7,3;57,38;69,8;45,14;0,2;3,3;20,2;S;64;94;31;29,15;18,23;34,53;84,47;64,81;94,15;694;826;7,1;0,5;7,6;3,5;6,9;19,8;-6,5
EEA03;3542;12/2/2019;12;2;2019;15;25,6;3,4;59;78,08;38,12;0;2,4;22,1;NE;59;95;21;28,54;27,1;29,59;83,37;80,78;85,27;623;626;7,9;0,6;8;4,2;6,8;24,6;-12,4
EEA03;3543;13/2/2019;13;2;2019;20,2;31,7;10,2;68,36;89,06;50,36;0;1,1;12,1;WSW;62;93;32;24,27;49,06;31,25;75,68;120,3;88,25;601;603;7,7;0,6;7,7;3,5;12,6;30,3;-3,4
EEA03;3544;14/2/2019;14;2;2019;23,3;36,6;12,6;73,94;97,88;54,68;0;1,4;14,6;WNW;59;93;22;24,93;75,46;24,43;76,87;167,83;75,98;600;603;8,4;0,6;8,4;4,1;15,1;35,2;-3
EEA03;3545;15/2/2019;15;2;2019;23,5;36,4;10,6;74,3;97,52;51,08;0;2;16,9;E;66;97;28;24,72;78,01;28,82;76,49;172,43;83,88;592;594;8,6;0,6;8,6;4,1;16,7;35,8;-3,8
EEA03;3546;16/2/2019;16;2;2019;28,9;39,6;18,7;84,02;103,28;65,66;0;2,4;18;S;51;84;21;29,65;84,64;23,2;85,37;184,36;73,77;596;596;8,5;0,6;8,5;4,8;19,1;36,4;2,9
EEA03;3547;17/2/2019;17;2;2019;28,2;38,8;15,7;82,76;101,84;60,26;0;1,6;24,9;NW;53;91;24;28,97;87,53;24,22;84,15;189,55;75,6;596;663;7,9;0,6;8;4,3;18,8;37;0,5
EEA03;3548;18/2/2019;18;2;2019;25;29,8;18,8;77;85,64;65,84;0;3,2;27,1;WSW;40;57;22;25,68;31,9;23,41;78,23;89,43;74,14;557;696;6,2;0,4;9,3;4,1;13;21,2;3,2
EEA03;3549;19/2/2019;19;2;2019;24,1;33,4;12,8;75,38;92,12;55,04;0;3,3;32,9;WSW;53;90;30;25,42;55,47;27,79;77,76;131,84;82,02;583;605;7,9;0,6;7,9;5,1;14,7;31,4;-1,2
EEA03;3550;20/2/2019;20;2;2019;24,5;34,8;12,6;76,1;94,64;54,68;0;2,5;17,4;WSW;48;85;27;25,6;59,02;26,75;78,09;138,23;80,16;585;601;7,8;0,6;7,9;4,6;14,1;31,8;-2
EEA03;3551;21/2/2019;21;2;2019;22,4;32,6;13,9;72,32;90,68;57,02;0,4;1,2;12,6;NE;58;88;31;24,67;50,6;27,26;76,41;123,08;81,06;594;640;7,3;0,5;8;3,2;14;30,2;0,1
EEA03;3552;22/2/2019;22;2;2019;20,8;29,9;11;69,44;85,82;51,8;0;1,5;13,1;SSE;61;91;37;24,3;40,66;32,26;75,74;105,19;90,06;578;592;7,2;0,5;7,2;3,8;13;28,1;-1,6
EEA03;3553;23/2/2019;23;2;2019;21,1;28,3;12,7;69,98;82,94;54,86;0;4,5;29,5;WSW;44;85;21;25,05;33,76;23,89;77,1;92,76;75;584;585;7;0,5;7;5,3;9,9;25,3;-3,1
EEA03;3554;24/2/2019;24;2;2019;17,1;23,4;10,1;62,78;74,12;50,18;0;4,3;21,2;WSW;35;54;21;26;25,12;24,92;78,8;77,21;76,85;587;589;6,9;0,5;6,9;4,8;4,1;14,2;-5,7
EEA03;3555;25/2/2019;25;2;2019;12,8;21;3,2;55,04;69,8;37,76;0;1,7;16,6;NW;58;90;32;32,01;19,28;42,36;89,62;66,71;108,25;633;670;6,8;0,5;6,9;3,4;4,4;19;-10,4
EEA03;3556;26/2/2019;26;2;2019;14,7;26,8;2,1;58,46;80,24;35,78;0;1,1;12,8;NW;61;95;26;28,71;30,64;37,54;83,68;87,15;99,57;578;584;6,6;0,5;6,6;3,5;6,9;25,8;-12,7
EEA03;3557;27/2/2019;27;2;2019;16,3;26,7;6,3;61,34;80,06;43,34;0;2,1;21,6;ENE;65;92;30;26,15;30,06;35,26;79,07;86,11;95,46;569;570;6,5;0,5;6,5;3,5;9,3;25,1;-7,7
EEA03;3558;28/2/2019;28;2;2019;21,6;32,6;8,8;70,88;90,68;47,84;0;1,5;22,1;SW;51;87;20;24,9;50,08;24,8;76,82;122,14;76,63;591;703;6,3;0,5;7,3;3,6;11,8;30;-7,2
EEA03;3559;1/3/2019;1;3;2019;21,7;27,2;11,9;71,06;80,96;53,42;0;5,1;36;WSW;41;78;25;24,99;29,98;26,29;76,98;85,96;79,31;609;715;6,3;0,5;7;5;9,9;22,8;-3,1
EEA03;3560;2/3/2019;2;3;2019;17,4;30,3;6,1;63,32;86,54;42,98;0;1,1;19,7;NNE;68;95;26;24,6;43,68;32,15;76,29;110,63;89,88;630;659;6,8;0,5;7,1;3;11;29,3;-8,7
EEA03;3561;3/3/2019;3;3;2019;17,7;27,7;7,6;63,86;81,86;45,68;0;1,1;17,7;WSW;62;93;27;25,39;33,28;31,25;77,71;91,91;88,26;536;619;5,5;0,4;6,3;2,2;10,1;26,3;-7
EEA03;3562;4/3/2019;4;3;2019;18,4;24,2;7,8;65,12;75,56;46,04;0;5,9;35,9;WSW;43;78;29;25,92;24,75;32,47;78,65;76,56;90,44;583;626;5,9;0,4;6,3;5,1;7;19,8;-6,4
EEA03;3563;5/3/2019;5;3;2019;15,4;24,8;5,4;59,72;76,64;41,72;0;1,4;15,9;NW;58;91;30;28,13;25,18;36,63;82,64;77,32;97,93;553;555;6,1;0,4;6,1;3,5;7;23;-8,6
EEA03;3564;6/3/2019;6;3;2019;17,7;31,4;4,3;63,86;88,52;39,74;0;3,1;27,3;WNW;59;96;20;25,77;49,09;27,59;78,38;120,36;81,66;653;696;6,3;0,5;6,7;3,8;9,5;30,6;-11,7
EEA03;3565;7/3/2019;7;3;2019;20,7;25,6;14,4;69,26;78,08;57,92;0;5;31,9;WSW;42;61;27;25,1;26,55;25,68;77,17;79,79;78,23;547;557;5,8;0,4;5,8;5;9,1;17,8;-0,2
EEA03;3566;8/3/2019;8;3;2019;13,8;22,3;3,9;56,84;72,14;39,02;0;2,4;26,7;ESE;59;95;30;30,27;19,83;39,1;86,48;67,69;102,38;539;540;5,6;0,4;5,6;3,4;5,6;21,3;-10,1
EEA03;3567;9/3/2019;9;3;2019;14,4;25,6;2,5;57,92;78,08;36,5;0;2,5;22,8;NE;62;93;30;29;27,08;41,61;84,21;80,74;106,9;541;543;6,3;0,5;6,3;3,7;6,8;24,2;-11,5
EEA03;3568;10/3/2019;10;3;2019;17,3;28;6,1;63,14;82,4;42,98;0;2,7;27;NE;59;93;25;26,08;34,28;31,24;78,94;93,71;88,24;522;524;6,1;0,4;6,1;3,7;9,1;26,6;-8,9
EEA03;3569;11/3/2019;11;3;2019;19,7;29,7;9,4;67,46;85,46;48,92;0;1,7;16,7;N;62;93;35;24,38;40,52;33,74;75,89;104,93;92,73;517;519;6;0,4;6;3,4;12,1;28,3;-3,6
EEA03;3570;12/3/2019;12;3;2019;19,2;26,5;11,8;66,56;79,7;53,24;0;2,6;19,8;ESE;71;94;50;23,12;29,64;33,73;73,61;85,34;92,71;508;510;6;0,4;6;3;13,4;25,3;1,8
EEA03;3571;13/3/2019;13;3;2019;20,1;28,7;14,1;68,18;83,66;57,38;0;4;20;SSE;69;90;47;23,33;36,04;29,98;74;96,88;85,96;561;628;5,7;0,4;6,1;3,3;13,9;26,7;3,5
EEA03;3572;14/3/2019;14;3;2019;18,8;25,4;11,2;65,84;77,72;52,16;0;4,6;22,3;SSW;44;83;24;25,74;26,57;26,19;78,33;79,82;79,14;528;529;5,4;0,4;5,4;4,3;7,6;22;-4
EEA03;3573;15/3/2019;15;3;2019;13,7;22,3;4,3;56,66;72,14;39,74;0;1,9;18,6;ESE;69;93;40;28,78;20,23;46,57;83,8;68,41;115,82;567;642;4,8;0,3;5,3;2,4;7,5;20,9;-7,7
EEA03;3574;16/3/2019;16;3;2019;15,9;24,1;9,3;60,62;75,38;48,74;0;1,2;12,2;SSE;77;93;51;23,6;23,53;38,88;74,47;74,35;101,98;476;608;3,9;0,3;5,1;1,6;11,3;22,7;-0,5
EEA03;3575;17/3/2019;17;3;2019;17,3;29,9;5,1;63,14;85,82;41,18;0;2,7;25,7;W;65;97;26;25,23;42,67;33,37;77,42;108,81;92,07;512;513;5,7;0,4;5,7;3,4;10,3;29,3;-9,7
EEA03;3576;18/3/2019;18;3;2019;17,2;23,7;9,7;62,96;74,66;49,46;0;3,2;20,1;WSW;42;67;23;26,6;24,81;26,52;79,89;76,66;79,73;516;548;5,2;0,4;5,2;4;5,6;17,1;-5,7
EEA03;3577;19/3/2019;19;3;2019;12,9;20,6;3,6;55,22;69,08;38,48;0;1,7;14,5;NW;50;89;26;31,88;19,2;35,36;89,39;66,55;95,65;608;638;4,9;0,4;5,1;3,1;2,9;18,4;-11,2
EEA03;3578;20/3/2019;20;3;2019;12,8;22,8;2;55,04;73,04;35,6;0;2,6;26,4;NE;58;93;27;32,01;21,04;38,95;89,62;69,87;102,11;506;508;4,8;0,3;4,8;3,4;4,4;21,4;-12,6
EEA03;3579;21/3/2019;21;3;2019;17,3;24,6;8,3;63,14;76,28;46,94;0;2,2;17;WNW;53;67;38;26,57;25,59;36,93;79,82;78,06;98,48;569;671;4,7;0,3;5,4;2,8;7,9;18;-4,1
EEA03;3580;22/3/2019;22;3;2019;17,9;25,3;10,1;64,22;77,54;50,18;0;1,4;17,6;NW;62;89;38;25,25;26,35;33,93;77,45;79,42;93,07;491;492;5,2;0,4;5,2;3,1;10,3;23,1;-2,3
