id_Estacion;id_Dato (FK);Fecha;Dia;Mes;Anio;Temperatura Media [C];Temperatura Maxima [C];Temperatura Minima [C];Temperatura Media [F];Temperatura Maxima [F];Temperatura Minima [F];Lluvia [mm];Velocidad Media [km/h];Velocidad Maxima [km/h];Direccion Dominante;HR% Media;HR% Maxima;HR% Minima;Indice de Calor Media [C];Indice de Calor Maxima [C];Indice de Calor Minima [C];Indice de Calor Media [F];Indice de Calor Maxima [F];Indice de Calor Minima [F];Radiacion Global [w/m2];Radiacion Global Max [w/m2];UV Indice;UV Dosis;UV Indice Maximo;Evatranspiracion ET [mm] ;Punto de Rocio [Td] Media;Punto de Rocio [Td] Maxima;Punto de Rocio [Td] Minima
EEA03;3581;23/3/2019;23;3;2019;19;27,1;9,8;66,2;80,78;49,64;0;4,7;35,1;W;51;92;18;25,56;31,25;22,84;78;88,25;73,11;493;496;5;0,4;5;4,6;9,2;25,5;-6,6
EEA03;3582;24/3/2019;24;3;2019;12,8;21,8;2,9;55,04;71,24;37,22;0;1,8;19,5;ESE;64;93;41;31,34;19,5;50,93;88,41;67,1;123,67;494;621;4,6;0,3;5,1;2,5;5,6;20,4;-8,9
EEA03;3583;25/3/2019;25;3;2019;13,6;23,9;5;56,48;75,02;41;0;1,7;16,1;SE;69;93;32;28,95;23,11;38,99;84,1;73,6;102,19;472;475;4,5;0,3;4,5;2,6;7,4;22,5;-8,6
EEA03;3584;26/3/2019;26;3;2019;13,8;23,2;3,1;56,84;73,76;37,58;0;2,2;18,8;ENE;60;95;30;30,17;21,45;40,51;86,3;70,61;104,92;483;485;4,4;0,3;4,4;3;5,8;22,2;-10,9
EEA03;3585;27/3/2019;27;3;2019;17,4;24,3;10,4;63,32;75,74;50,72;0;4,6;35,5;NE;60;76;48;25,88;24,98;36,08;78,59;76,96;96,95;599;659;4,7;0,3;5,1;2,7;9,4;19,5;0
EEA03;3586;28/3/2019;28;3;2019;18,5;29,6;8,3;65,3;85,28;46,94;0;1,2;12,4;ESE;72;96;40;23,14;41,06;37,83;73,65;105,92;100,09;466;482;4,5;0,3;4,5;2,5;12,9;28,8;-3,7
EEA03;3587;29/3/2019;29;3;2019;18,8;30,7;9,2;65,84;87,26;48,56;0;0,9;10,6;NW;72;96;30;23,03;45,84;31,39;73,45;114,51;88,51;462;464;4,6;0,3;4,6;2,4;13,2;29,9;-4,8
EEA03;3588;30/3/2019;30;3;2019;15,9;28,3;4,2;60,62;82,94;39,56;0;1,4;15,2;SE;65;94;32;26,58;35,52;40,45;79,84;95,94;104,8;455;457;4,7;0,3;4,7;2,7;8,9;27,1;-9,4
EEA03;3589;31/3/2019;31;3;2019;18,7;29,3;8,6;65,66;84,74;47,48;0;1,1;21,9;SE;74;96;50;22,62;39,83;40,31;72,72;103,7;104,56;450;497;4,2;0,3;4,2;2;13,5;28,5;-1,4
EEA03;3590;1/4/2019;1;4;2019;20,3;30,4;11,9;68,54;86,72;53,42;0;0,8;8,5;WNW;67;92;32;23,62;42,99;29,36;74,52;109,38;84,86;439;439;4,1;0,3;4,1;2,5;13,7;28,8;-1,7
EEA03;3591;2/4/2019;2;4;2019;21;29,3;7,7;69,8;84,74;45,86;0;3,2;20,9;W;50;90;18;24,98;38,14;23,52;76,96;100,64;74,33;461;483;4,5;0,3;4,5;3,8;11;27,3;-8,7
EEA03;3592;3/4/2019;3;4;2019;16,7;29,8;3,6;62,06;85,64;38,48;0;2,8;34;SW;57;93;16;26,81;40,92;22,77;80,27;105,65;72,98;455;455;4,5;0,3;4,5;3,1;8,1;28,4;-13,2
EEA03;3593;4/4/2019;4;4;2019;16,4;23,4;10,4;61,52;74,12;50,72;0,2;5,4;29,2;WSW;54;79;30;27,33;23,69;30,05;81,19;74,64;86,08;502;527;4;0,3;4,1;3,6;7,2;19,2;-3,6
EEA03;3594;5/4/2019;5;4;2019;13,7;26,2;4,7;56,66;79,16;40,46;0;1,1;9,1;WNW;59;91;19;30,42;28,6;26,1;86,76;83,49;78,98;456;464;3,8;0,3;3,8;2,7;5,5;24,4;-11,5
EEA03;3595;6/4/2019;6;4;2019;14,9;28,9;2,9;58,82;84,02;37,22;0;0,9;12,4;WNW;62;92;22;28,3;37,22;31,37;82,94;98,99;88,47;438;534;4;0,3;4,5;2,3;7,3;27,3;-12,7
EEA03;3596;7/4/2019;7;4;2019;16,3;32,4;4,9;61,34;90,32;40,82;0;0,5;8,5;NW;71;94;28;24,88;52,9;35,58;76,79;127,22;96,04;439;439;4,4;0,3;4,4;2,3;10,5;31,2;-9,5
EEA03;3597;8/4/2019;8;4;2019;16;31,8;5,2;60,8;89,24;41,36;0,2;1,3;13,1;ESE;72;95;31;24,94;50,51;37,8;76,88;122,92;100,05;438;439;4,2;0,3;4,2;2,4;10,4;30,8;-8,6
EEA03;3598;9/4/2019;9;4;2019;17,2;29,6;6,4;62,96;85,28;43,52;0;1,4;16,2;NW;58;91;24;26,27;39,52;30,01;79,28;103,14;86,02;436;436;4,1;0,3;4,1;2,6;8,8;27,8;-8,8
EEA03;3599;10/4/2019;10;4;2019;17,2;24,3;6,8;62,96;75,74;44,24;0;2,1;17,8;ESE;58;90;38;26,27;24,18;39,77;79,28;75,52;103,58;420;422;3,8;0,3;3,8;2,9;8,8;22,3;-5,6
EEA03;3600;11/4/2019;11;4;2019;15,4;26,7;5,6;59,72;80,06;42,08;0;1,6;19;SSE;70;95;36;26,11;30,32;40,91;79;86,58;105,64;415;417;3,8;0,3;3,8;2,3;9,4;25,7;-7,2
EEA03;3601;12/4/2019;12;4;2019;18,6;26,9;10,6;65,48;80,42;51,08;0;1,2;15,9;WSW;56;83;26;25,46;29,79;27,73;77,84;85,62;81,91;425;473;3,6;0,3;3,7;2,4;9,8;23,5;-4,2
EEA03;3602;13/4/2019;13;4;2019;17,3;25,2;11,8;63,14;77,36;53,24;0;2;20,4;W;47;65;30;26,7;26,2;28,66;80,06;79,17;83,59;416;417;3,1;0,2;3,1;2,9;6,7;18,2;-2,2
EEA03;3603;14/4/2019;14;4;2019;13,1;22,6;2,8;55,58;72,68;37,04;0;2,2;28,9;W;54;89;30;31,65;21,39;41,05;88,97;70,51;105,9;413;413;2,9;0,2;2,9;2,9;3,9;20,4;-11,2
EEA03;3604;15/4/2019;15;4;2019;10,1;22;0;50,18;71,6;32;0;0,9;12;NW;68;93;32;36,49;19,78;49,23;97,68;67,61;120,61;412;413;3,1;0,2;3,1;2;3,7;20,6;-13,6
EEA03;3605;16/4/2019;16;4;2019;13,1;25,3;4,4;55,58;77,54;39,92;0;0,8;9,1;N;73;96;34;28,74;26,28;41,8;83,74;79,3;107,24;438;504;3;0,2;3,2;1,8;7,7;24,5;-8,8
EEA03;3606;17/4/2019;17;4;2019;14,3;25,9;5,6;57,74;78,62;42,08;0;1,2;20,4;N;72;93;43;27,08;27,88;45,14;80,74;82,18;113,26;360;406;2,9;0,2;3,1;1,6;8,7;24,5;-5,8
EEA03;3607;18/4/2019;18;4;2019;12,4;23,1;5;54,32;73,58;41;0;0,6;8,4;NW;80;97;48;27,58;20,94;49,11;81,64;69,69;120,4;429;480;3,2;0,2;3,4;1,2;8,4;22,5;-5,4
EEA03;3608;19/4/2019;19;4;2019;12,9;25,8;1,8;55,22;78,44;35,24;0;1,2;18,3;SW;69;96;28;30,17;27,68;40,53;86,31;81,82;104,95;396;396;3;0,2;3,1;2,2;6,7;25;-12,6
EEA03;3609;20/4/2019;20;4;2019;10,6;24,3;0,4;51,08;75,74;32,72;0;0,8;15,1;SSE;72;96;29;34,3;23,72;44,42;93,73;74,7;111,96;387;387;2,9;0,2;2,9;1,8;5;23,5;-13,8
EEA03;3610;21/4/2019;21;4;2019;10,9;24,1;0,9;51,62;75,38;33,62;0;1,1;11,8;SSW;73;96;36;33,29;23,25;51,73;91,93;73,86;125,11;382;383;3;0,2;3;1,7;5,5;23,3;-11,9
EEA03;3611;22/4/2019;22;4;2019;13,4;26,8;1,9;56,12;80,24;35,42;0,2;2,1;19,2;S;68;97;27;29,51;30,83;39,11;85,12;87,5;102,41;381;381;2,9;0,2;2,9;2,5;7;26,2;-12,7
EEA03;3612;23/4/2019;23;4;2019;13,9;20,8;5;57,02;69,44;41;0;3,8;23,4;SE;70;97;47;28,21;17,12;48,67;82,79;62,81;119,61;482;513;2,8;0,2;2,8;2,4;7,9;20,2;-5,6
EEA03;3613;24/4/2019;24;4;2019;13,5;19,3;9,2;56,3;66,74;48,56;0;2,5;17,2;SE;76;90;62;27,1;18,11;39,6;80,79;64,59;103,29;369;381;2,6;0,2;2,6;1,7;8,7;17,3;1,6
EEA03;3614;25/4/2019;25;4;2019;12,2;14,6;10,4;53,96;58,28;50,72;14,8;1,1;13,8;ESE;90;96;70;23,03;16,29;35,3;73,46;61,32;95,55;122;141;0,9;0,1;1;0,5;10,2;13,8;4,4
EEA03;3615;26/4/2019;26;4;2019;12,6;18,3;6,7;54,68;64,94;44,06;0,2;0,7;9,4;NNW;91;97;69;21,76;14,98;46,3;71,17;58,97;115,34;392;497;2,5;0,2;2,7;0,9;10,8;17,7;0,5
EEA03;3616;27/4/2019;27;4;2019;10,4;18,7;5,4;50,72;65,66;41,72;0;0,3;5,3;NNW;93;98;73;24,9;14,76;50,17;76,82;58,57;122,31;168;213;1,6;0,1;1,6;0,6;9;18,3;0
EEA03;3617;28/4/2019;28;4;2019;13,4;23,3;5,8;56,12;73,94;42,44;0,4;1,4;15,3;WNW;75;98;44;27,6;21,2;45,14;81,68;70,17;113,26;364;406;3;0,2;3,2;1,7;8,4;22,9;-5,4
EEA03;3618;29/4/2019;29;4;2019;13;18,7;6,1;55,4;65,66;42,98;0;4;25,4;W;50;85;29;31,73;19,61;34,74;89,11;67,29;94,53;377;378;2,6;0,2;2,6;3,1;3;15,7;-8,1
EEA03;3619;30/4/2019;30;4;2019;6,6;15,3;-2,2;43,88;59,54;28,04;0;0,9;12,6;WNW;74;95;40;45,56;16,33;65,58;114;61,39;150,04;396;452;2,4;0,2;2,6;1,5;1,4;14,3;-14,2
EEA03;3620;1/5/2019;1;5;2019;13,8;23,7;6,9;56,84;74,66;44,42;0,6;3,2;31,9;NW;68;94;40;28,85;22,59;40,63;83,92;72,66;105,13;255;292;1,9;0,1;2,1;2;7,4;22,5;-5,1
EEA03;3621;2/5/2019;2;5;2019;17,1;20,9;12,7;62,78;69,62;54,86;0,4;5,3;34,2;WNW;63;89;38;25,72;19,45;30,35;78,3;67;86,63;151;156;1,1;0,1;1,2;2,5;9,7;18,7;0,3
EEA03;3622;3/5/2019;3;5;2019;12,3;17,8;5,4;54,14;64,04;41,72;0,8;1,5;15;SE;79;96;60;28,17;15,27;51;82,71;59,48;123,79;332;390;2,2;0,2;2,3;1,2;8,1;17;-2,6
EEA03;3623;4/5/2019;4;5;2019;13,9;22,7;8,7;57,02;72,86;47,66;2,2;1,9;22,6;W;74;96;40;27,1;20,33;37,08;80,79;68,6;98,74;350;350;2,3;0,2;2,3;2;8,7;21,9;-3,3
EEA03;3624;5/5/2019;5;5;2019;11,6;21,4;4,9;52,88;70,52;40,82;0;1,6;24,3;NW;72;92;39;32;19,22;44,46;89,6;66,59;112,03;349;350;2,2;0,2;2,2;2;6;19,8;-7,3
EEA03;3625;6/5/2019;6;5;2019;10,5;20,7;0,7;50,9;69,26;33,26;0;2,2;20,8;ENE;74;97;42;33,95;16,99;58,23;93,11;62,58;136,81;286;478;1,9;0,1;2,5;1,4;5,3;20,1;-10,9
EEA03;3626;7/5/2019;7;5;2019;12,2;19,1;5,3;53,96;66,38;41,54;0;1,1;11,2;ESE;77;95;60;29,13;16,21;51,34;84,43;61,19;124,4;342;394;2,1;0,2;2,2;1,5;7,6;18,1;-2,7
EEA03;3627;8/5/2019;8;5;2019;11,1;13,1;5,7;51,98;55,58;42,26;0,4;1,4;9,9;SSE;95;97;89;22,01;17,29;42,13;71,63;63,13;107,84;119;144;1;0,1;1,2;0,2;10,1;12,5;3,5
EEA03;3628;9/5/2019;9;5;2019;14,1;18,7;11,9;57,38;65,66;53,42;1,2;3,2;24,8;S;81;97;58;24,33;15,18;33,68;75,79;59,33;92,63;452;522;2;0,1;2,3;1,2;10,3;18,1;3,5
EEA03;3629;10/5/2019;10;5;2019;11,9;19,3;2,8;53,42;66,74;37,04;0,2;2,1;16,3;WNW;65;90;43;32,93;18,11;52,68;91,27;64,59;126,82;332;334;2,1;0,2;2,1;2,2;4,9;17,3;-8,6
EEA03;3630;11/5/2019;11;5;2019;11,3;21,4;1,4;52,34;70,52;34,52;0;1,6;16;WNW;72;95;47;32,66;18,47;59,89;90,79;65,24;139,81;295;455;1,9;0,1;2,4;1,5;5,7;20,4;-9,2
EEA03;3631;12/5/2019;12;5;2019;13,8;25,2;2,9;56,84;77,36;37,22;0;2,7;23,9;WNW;69;97;34;28,62;25,99;44,93;83,51;78,78;112,88;326;327;2,2;0,2;2,2;2,1;7,6;24,6;-10,3
EEA03;3632;13/5/2019;13;5;2019;10,1;19,1;0,4;50,18;66,38;32,72;0;1,2;13,7;E;59;94;27;37,51;16,59;41,67;99,52;61,87;107;342;348;2,1;0,2;2,1;2;1,9;17,9;-14,2
EEA03;3633;14/5/2019;14;5;2019;8,7;20,9;-0,1;47,66;69,62;31,82;0;1,4;12,9;SE;77;94;51;37,81;18,11;68,16;100,06;64,6;154,68;316;316;2;0,1;2;1,4;4,1;19,7;-9,9
EEA03;3634;15/5/2019;15;5;2019;8;19,2;-1,1;46,4;66,56;30,02;0,2;0,6;12,8;NNE;82;96;52;37,88;15,9;72,95;100,18;60,61;163,3;322;323;2,1;0,2;2,2;1,1;4,4;18,4;-10,7
EEA03;3635;16/5/2019;16;5;2019;10,1;16,4;5,8;50,18;61,52;42,44;0;0,8;11,1;N;88;97;68;28,73;14,77;49,55;83,72;58,59;121,19;257;325;1,7;0,1;1,9;0,6;7,7;15,8;-0,6
EEA03;3636;17/5/2019;17;5;2019;9,7;18,9;1,9;49,46;66,02;35,42;0,2;2;22,3;W;82;97;46;32,9;15,3;57,54;91,22;59,54;135,57;361;410;2;0,1;2,1;1;6,1;18,3;-8,9
EEA03;3637;18/5/2019;18;5;2019;9,2;17,4;0;48,56;63,32;32;0;3;19,5;W;56;87;29;39,63;19,06;45,22;103,34;66,31;113,4;319;320;1,8;0,1;1,8;2,5;0,4;14,8;-14,2
EEA03;3638;19/5/2019;19;5;2019;6,3;17,5;-3,3;43,34;63,5;26,06;0;0,9;16,2;NW;70;95;35;47,5;15,68;62,23;117,5;60,22;144,02;310;311;1,7;0,1;1,7;1,4;0,3;16,5;-16,3
EEA03;3639;20/5/2019;20;5;2019;7,4;10,3;1,2;45,32;50,54;34,16;3,6;2,9;22,9;SSE;86;94;68;37,78;24,45;68,5;100,01;76,02;155,3;272;304;1,1;0,1;1,2;0,7;4,6;9,1;-5,2
EEA03;3640;21/5/2019;21;5;2019;4,5;14,9;-1,6;40,1;58,82;29,12;0,2;1,4;13,3;W;84;97;48;49,82;15,46;71,81;121,67;59,83;161,26;308;309;1,5;0,1;1,5;1,2;1,3;14,3;-12
EEA03;3641;22/5/2019;22;5;2019;3,9;15,5;-2,9;39,02;59,9;26,78;0,2;1,6;14,5;W;82;96;52;53,32;15,65;80,86;127,98;60,18;177,55;307;308;1,6;0,1;1,6;1,2;0,3;14,7;-12,5
EEA03;3642;23/5/2019;23;5;2019;7,8;19,6;-1,3;46,04;67,28;29,66;0,2;1,5;11,5;WNW;73;96;33;41,84;16,2;53,74;107,31;61,15;128,74;309;360;1,7;0,1;1,8;1,4;2,4;18,8;-14,7
EEA03;3643;24/5/2019;24;5;2019;9,6;21,1;2,9;49,28;69,98;37,22;0;1,6;13,6;WNW;59;85;21;38,71;20,55;30,06;101,68;69;86,1;350;378;1,8;0,1;1,9;1,8;1,4;18,1;-12,9
EEA03;3644;25/5/2019;25;5;2019;7,1;18;0,9;44,78;64,4;33,62;0;0,7;7,7;WNW;70;89;35;44,79;18,2;50,64;112,62;64,77;123,15;293;387;1,5;0,1;1,6;1;1,1;15,8;-12,1
EEA03;3645;26/5/2019;26;5;2019;8,2;15,1;1,7;46,76;59,18;35,06;0;1,4;17,2;NW;63;89;41;42,28;19,59;54,32;108,1;67,26;129,78;309;338;1,5;0,1;1,6;1,7;0,8;12,9;-10,1
EEA03;3646;27/5/2019;27;5;2019;6,9;14,6;0,1;44,42;58,28;32,18;0;0,8;9,8;S;77;93;54;43,58;18;69,19;110,44;64,4;156,54;257;334;1;0,1;1,2;0,8;2,3;13,2;-9,1
EEA03;3647;28/5/2019;28;5;2019;3,3;13,3;-3,9;37,94;55,94;24,98;0;0,5;9;NW;81;96;50;56,4;17,68;83,57;133,53;63,82;182,43;310;385;1,1;0,1;1,3;0,7;-0,5;12,5;-13,9
EEA03;3648;29/5/2019;29;5;2019;2,5;5,3;-3,6;36,5;41,54;25,52;9,6;2,3;20,9;ESE;93;95;90;53,4;39,46;91,07;128,12;103,03;195,93;73;77;0;0;0;0,2;1,1;4,3;-5,6
EEA03;3649;30/5/2019;30;5;2019;5,3;8,1;3,2;41,54;46,58;37,76;5;1,6;14,2;ESE;93;96;84;40,98;28,89;55,54;105,76;84;131,97;87;100;0,5;0;0,6;0,2;3,9;7,3;0
EEA03;3650;31/5/2019;31;5;2019;7,6;9,1;6,2;45,68;48,38;43,16;0;1,4;12,6;N;91;96;87;34,06;26,03;41,45;93,31;78,86;106,61;113;128;0,6;0;0,7;0,3;5,8;8,3;3,6
EEA03;3651;1/6/2019;1;6;2019;6,4;12,2;1,9;43,52;53,96;35,42;0,2;0,5;8,8;NW;90;97;76;38,86;18,62;64,49;101,95;65,51;148,08;180;218;0,7;0,1;0,7;0,4;4,4;11,6;-2,9
EEA03;3652;2/6/2019;2;6;2019;8,2;18;1,8;46,76;64,4;35,24;0,4;2,2;18,9;W;79;97;47;38,56;14,87;58,54;101,4;58,76;137,37;288;288;1,4;0,1;1,4;1,3;4;17,4;-8,8
EEA03;3653;3/6/2019;3;6;2019;4,9;13,9;-1,9;40,82;57,02;28,58;0,2;0,4;7,3;ESE;89;97;69;45,33;16,34;84,35;113,59;61,42;183,84;243;353;1,3;0,1;1,5;0,4;2,7;13,3;-8,1
EEA03;3654;4/6/2019;4;6;2019;8,2;13,5;5,3;46,76;56,3;41,54;0,2;0,6;7,9;W;92;96;77;31,49;17,43;49,45;88,69;63,37;121,01;152;160;1;0,1;1;0,4;6,6;12,7;0,7
EEA03;3655;5/6/2019;5;6;2019;11,7;17,1;6,8;53,06;62,78;44,24;0,2;2,4;14,9;WNW;74;96;49;31,19;15,2;44,53;88,13;59,36;112,15;172;207;1,1;0,1;1,1;1,1;6,5;16,3;-3,4
EEA03;3656;6/6/2019;6;6;2019;11,4;15,4;6,1;52,52;59,72;42,98;0;6,4;34,1;W;62;81;45;34,39;22,72;44,85;93,9;72,9;112,72;299;313;1,2;0,1;1,2;2,5;3,8;11,6;-4,9
EEA03;3657;7/6/2019;7;6;2019;8,8;15,9;1,5;47,84;60,62;34,7;0;3;13,7;WNW;62;82;43;40,67;21,86;56,58;105,2;71,35;133,84;276;329;1;0,1;1,1;1,5;1,2;12,3;-9,9
EEA03;3658;8/6/2019;8;6;2019;6,1;14,7;-1,5;42,98;58,46;29,3;0;0,9;9,1;NW;74;94;47;47,33;17,35;70,51;117,2;63,23;158,92;302;332;1,5;0,1;1,5;0,8;0,9;13,5;-12,1
EEA03;3659;9/6/2019;9;6;2019;6,3;20,7;-3,6;43,34;69,26;25,52;0,2;1,5;21,4;S;69;95;23;47,66;17,6;41,7;117,79;63,67;107,07;286;288;1,6;0,1;1,6;1,5;0,1;19,7;-19
EEA03;3660;10/6/2019;10;6;2019;6,7;15;-1,6;44,06;59;29,12;0;1,4;18,2;E;66;95;30;46,67;16,54;50,11;116;61,77;122,2;331;380;1,4;0,1;1,5;1,3;-0,1;14;-15,6
EEA03;3661;11/6/2019;11;6;2019;4,3;12,3;-0,9;39,74;54,14;30,38;0;1;11,6;ESE;74;90;47;54,28;22,85;68,2;129,7;73,14;154,76;193;267;1;0,1;1,2;0,7;-0,9;10,3;-11,5
EEA03;3662;12/6/2019;12;6;2019;4,7;15,3;-2,8;40,46;59,54;26,96;0;0,7;10,4;NNW;76;95;42;52,13;16,33;70,13;125,84;61,39;158,24;302;345;1,2;0,1;1,3;0,9;-0,1;14,3;-14,4
EEA03;3663;13/6/2019;13;6;2019;8,2;14,3;0,6;46,76;57,74;33,08;0;2,1;19,2;W;77;95;42;39,32;17,15;58,54;102,78;62,87;137,37;284;338;1,2;0,1;1,2;1,1;3,6;13,3;-11
EEA03;3664;14/6/2019;14;6;2019;3,7;11,5;-2,1;38,66;52,7;28,22;0;1;8,3;WNW;76;94;53;56,3;21,89;78,04;133,35;71,4;172,47;225;244;0,9;0,1;0,9;1;-1,1;10,3;-11,5
EEA03;3665;15/6/2019;15;6;2019;3;8,5;-3,5;37,4;47,3;25,7;2,2;1,4;19,6;NW;87;95;71;54,9;28,46;93,88;130,82;83,23;200,98;144;148;0,7;0,1;0,7;0,4;0,4;7,5;-9,3
EEA03;3666;16/6/2019;16;6;2019;6,7;7,8;5,7;44,06;46,04;42,26;3,6;4,5;20,5;SSE;92;94;88;36,43;31,32;42,75;97,58;88,37;108,95;134;142;0,6;0;0,6;0,3;5,1;6,6;3,3
EEA03;3667;17/6/2019;17;6;2019;7,6;9,9;6,5;45,68;49,82;43,7;10,2;4,9;18,6;S;92;95;85;33,38;24,71;41,47;92,09;76,48;106,64;86;100;0,5;0;0,6;0,4;6;8,9;3,5
EEA03;3668;18/6/2019;18;6;2019;10,6;15;7,3;51,08;59;45,14;0,2;11,9;42,3;W;65;89;49;35,79;19,68;43,24;96,43;67,43;109,84;190;313;0,9;0,1;1;2,4;3,6;12,8;-2,9
EEA03;3669;19/6/2019;19;6;2019;10,2;16,9;1,2;50,36;62,42;34,16;0;3,2;25,4;W;61;91;46;37,18;17,55;59,86;98,92;63,6;139,75;273;283;1,6;0,1;1,6;2;2,4;15,1;-9,6
EEA03;3670;20/6/2019;20;6;2019;4,2;11,2;-1,1;39,56;52,16;30,02;0;0,7;8,8;ESE;84;96;59;51,09;21,12;77,08;123,96;70,01;170,74;164;167;1;0,1;1;0,5;1;10,4;-9,3
EEA03;3671;21/6/2019;21;6;2019;4,9;17,3;-1,6;40,82;63,14;29,12;0,2;1,1;9;WNW;81;96;47;49,54;15,2;70,9;121,17;59,36;159,63;275;276;1,3;0,1;1,3;1;1,1;16,5;-12,2
EEA03;3672;22/6/2019;22;6;2019;5;17,2;-2,1;41;62,96;28,22;0;0,5;6,9;SSW;82;96;47;48,7;15,2;72,89;119,66;59,36;163,2;254;302;1,2;0,1;1,3;0,7;1,4;16,4;-12,7
EEA03;3673;23/6/2019;23;6;2019;6,4;17,2;-1,1;43,52;62,96;30,02;0,2;2,4;21,8;W;76;96;43;45,67;15,2;65,16;114,2;59,36;149,29;272;272;1,2;0,1;1,2;1,5;1,6;16,4;-12,5
EEA03;3674;24/6/2019;24;6;2019;3,6;13,2;-2,6;38,48;55,76;27,32;0;5,2;35,5;WSW;75;96;47;56,99;17,81;74,91;134,58;64,06;166,84;306;346;1;0,1;1,1;1,3;-1,4;12,4;-13,2
EEA03;3675;25/6/2019;25;6;2019;7,3;13,7;-1,8;45,14;56,66;28,76;0;6,6;36,2;WNW;52;78;40;43,98;26,08;64,24;111,17;78,94;147,63;279;285;1,1;0,1;1,2;2,8;-2,3;9,3;-13,8
EEA03;3676;26/6/2019;26;6;2019;12,2;16,1;8,3;53,96;60,98;46,94;0;8;26,6;WNW;47;71;36;32,73;25,08;35,95;90,92;77,15;96,71;261;294;1;0,1;1,1;3,2;1,6;10,3;-4,5
EEA03;3677;27/6/2019;27;6;2019;11,6;16,4;6,5;52,88;61,52;43,7;0,8;6,1;26,1;W;63;78;48;33,85;22,82;44,99;92,92;73,08;112,98;272;272;1,2;0,1;1,2;2,3;4,2;12;-3,9
EEA03;3678;28/6/2019;28;6;2019;6,5;10,8;2,4;43,7;51,44;36,32;0;3,4;19,1;SSE;80;95;65;43,84;22,64;62,93;110,91;72,76;145,27;230;348;1;0,1;1,2;0,9;2,5;9,8;-4,6
EEA03;3679;29/6/2019;29;6;2019;4,7;5,6;1,5;40,46;42,08;34,7;4,6;1,4;10,4;SSE;93;95;90;43,43;38,29;60,5;110,17;100,92;140,91;66;70;0;0;0;0,2;3,3;4,6;-0,5
EEA03;3680;30/6/2019;30;6;2019;3;8,7;-3,3;37,4;47,66;26,06;0,2;1,1;17;NW;81;95;51;57,77;27,88;81,8;135,99;82,19;179,24;374;448;1,1;0,1;1,2;0,7;-0,8;7,7;-13,1
EEA03;3681;1/7/2019;1;7;2019;3,8;11,5;-4,1;38,84;52,7;24,62;0,2;1,8;23;NW;72;94;45;56,74;21,89;78,86;134,12;71,4;173,95;144;160;0,7;0,1;0,7;0,7;-1,8;10,3;-15,1
EEA03;3682;2/7/2019;2;7;2019;8,4;12;3,4;47,12;53,6;38,12;0;7,8;46,4;WSW;56;84;37;41,66;26,58;46,48;106,98;79,84;115,66;332;390;1,2;0,1;1,3;2,7;-0,4;8,8;-9,2
EEA03;3683;3/7/2019;3;7;2019;4,7;7,2;2,7;40,46;44,96;36,86;4;0,8;9,1;SE;85;94;58;48,47;33,27;60,41;119,24;91,89;140,74;162;250;0,7;0,1;0,8;0,5;1,7;6;-5,7
EEA03;3684;4/7/2019;4;7;2019;2,7;7,9;-2,9;36,86;46,22;26,78;0,4;0,5;7;ESE;87;96;72;56,32;29,5;90,45;133,37;85,1;194,82;263;397;0,9;0,1;1,1;0,4;0,1;7,1;-8,5
EEA03;3685;5/7/2019;5;7;2019;1,1;10,5;-5,8;33,98;50,9;21,56;0;1,3;12,5;WNW;84;96;59;65,84;22,59;101,58;150,51;72,67;214,84;271;274;1,3;0,1;1,3;0,9;-2,1;9,7;-14
EEA03;3686;6/7/2019;6;7;2019;3,8;14,5;-2,6;38,84;58,1;27,32;0,2;0,5;7,5;WNW;81;95;49;54,18;16,96;76,86;129,52;62,53;170,34;280;304;1,6;0,1;1,6;0,9;0;13,5;-12,8
EEA03;3687;7/7/2019;7;7;2019;3,4;10,3;-1,3;38,12;50,54;29,66;0;0,6;7,3;ESE;86;95;66;53,6;23,76;80,55;128,48;74,77;176,98;232;334;1,2;0,1;1,3;0,4;0,6;9,3;-8,1
EEA03;3688;8/7/2019;8;7;2019;4,8;15,7;-1,4;40,64;60,26;29,48;0,2;0,7;7,8;E;85;96;56;48,05;15,55;76,88;118,49;59,99;170,38;275;276;1,4;0,1;1,4;0,8;1,8;14,9;-10,2
EEA03;3689;9/7/2019;9;7;2019;4,6;17,7;-3,3;40,28;63,86;26,06;0;0,4;8,3;NNW;82;97;48;50,34;14,78;78,87;122,61;58,61;173,96;278;279;1,5;0,1;1,5;0,9;1;17,1;-13,7
EEA03;3690;10/7/2019;10;7;2019;4,8;17,4;-3,3;40,64;63,32;26,06;0,2;0,5;8,4;NE;83;97;50;49,05;14,73;80,86;120,29;58,51;177,55;297;334;1,3;0,1;1,3;0,8;1,4;16,8;-13,3
EEA03;3691;11/7/2019;11;7;2019;6;15,1;-0,2;42,8;59,18;31,64;0,2;0,7;8,4;NW;81;95;48;45,25;16,47;66,37;113,45;61,64;151,47;284;302;1,3;0,1;1,3;0,8;2,2;14,1;-10,6
EEA03;3692;12/7/2019;12;7;2019;3,9;15,4;-2,5;39,02;59,72;27,5;0;0,8;8,5;NW;79;96;41;54,51;15,71;67,84;130,11;60,28;154,11;283;285;1,4;0,1;1,4;1,1;-0,3;14,6;-14,3
